numeroPedido,clienteId,fechaEntrega,estado,zonaEntrega,requiereRefrigeracion
X00000387,CLI-123,2099-06-15,PENDIENTE,ZONA2,true
X00000388,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00000389,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0000390,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000390,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000392,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000393,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000394,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00000395,CLI-67,2099-06-15,PENDIENTE,ZONA5,true
X00000396,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00000397,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0000398,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000398,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000400,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000401,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000402,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00000403,CLI-999,2099-06-15,PENDIENTE,ZONA2,true
X00000404,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00000405,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0000406,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000406,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000408,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000409,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000410,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00000411,CLI-123,2099-06-15,PENDIENTE,ZONA5,true
X00000412,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00000413,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0000414,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000414,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000416,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000417,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000418,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00000419,CLI-67,2099-06-15,PENDIENTE,ZONA2,true
X00000420,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00000421,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0000422,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000422,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000424,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000425,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000426,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00000427,CLI-999,2099-06-15,PENDIENTE,ZONA5,true
X00000428,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00000429,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0000430,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000430,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000432,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000433,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000434,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00000435,CLI-123,2099-06-15,PENDIENTE,ZONA2,true
X00000436,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00000437,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0000438,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000438,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000440,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000441,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000442,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00000443,CLI-67,2099-06-15,PENDIENTE,ZONA5,true
X00000444,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00000445,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0000446,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000446,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000448,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000449,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000450,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00000451,CLI-999,2099-06-15,PENDIENTE,ZONA2,true
X00000452,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00000453,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0000454,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000454,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000456,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000457,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000458,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00000459,CLI-123,2099-06-15,PENDIENTE,ZONA5,true
X00000460,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00000461,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0000462,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000462,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000464,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000465,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000466,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00000467,CLI-67,2099-06-15,PENDIENTE,ZONA2,true
X00000468,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00000469,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0000470,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000470,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000472,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000473,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000474,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00000475,CLI-999,2099-06-15,PENDIENTE,ZONA5,true
X00000476,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00000477,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0000478,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000478,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000480,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000481,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000482,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00000483,CLI-123,2099-06-15,PENDIENTE,ZONA2,true
X00000484,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00000485,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0000486,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000486,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000488,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000489,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000490,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00000491,CLI-67,2099-06-15,PENDIENTE,ZONA5,true
X00000492,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00000493,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0000494,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000494,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000496,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000497,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000498,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00000499,CLI-999,2099-06-15,PENDIENTE,ZONA2,true
X00000500,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00000501,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0000502,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000502,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000504,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000505,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000506,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00000507,CLI-123,2099-06-15,PENDIENTE,ZONA5,true
X00000508,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00000509,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0000510,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000510,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000512,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000513,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000514,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00000515,CLI-67,2099-06-15,PENDIENTE,ZONA2,true
X00000516,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00000517,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0000518,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000518,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000520,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000521,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000522,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00000523,CLI-999,2099-06-15,PENDIENTE,ZONA5,true
X00000524,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00000525,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0000526,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000526,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000528,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000529,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000530,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00000531,CLI-123,2099-06-15,PENDIENTE,ZONA2,true
X00000532,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00000533,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0000534,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000534,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000536,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000537,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000538,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00000539,CLI-67,2099-06-15,PENDIENTE,ZONA5,true
X00000540,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00000541,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0000542,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000542,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000544,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000545,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000546,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00000547,CLI-999,2099-06-15,PENDIENTE,ZONA2,true
X00000548,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00000549,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0000550,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000550,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000552,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000553,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000554,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00000555,CLI-123,2099-06-15,PENDIENTE,ZONA5,true
X00000556,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00000557,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0000558,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000558,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000560,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000561,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000562,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00000563,CLI-67,2099-06-15,PENDIENTE,ZONA2,true
X00000564,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00000565,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0000566,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000566,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000568,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000569,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000570,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00000571,CLI-999,2099-06-15,PENDIENTE,ZONA5,true
X00000572,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00000573,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0000574,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000574,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000576,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000577,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000578,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00000579,CLI-123,2099-06-15,PENDIENTE,ZONA2,true
X00000580,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00000581,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0000582,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000582,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000584,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000585,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000586,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00000587,CLI-67,2099-06-15,PENDIENTE,ZONA5,true
X00000588,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00000589,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0000590,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000590,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000592,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000593,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000594,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00000595,CLI-999,2099-06-15,PENDIENTE,ZONA2,true
X00000596,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00000597,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0000598,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000598,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000600,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000601,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000602,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00000603,CLI-123,2099-06-15,PENDIENTE,ZONA5,true
X00000604,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00000605,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0000606,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000606,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000608,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000609,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000610,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00000611,CLI-67,2099-06-15,PENDIENTE,ZONA2,true
X00000612,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00000613,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0000614,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000614,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000616,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000617,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000618,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00000619,CLI-999,2099-06-15,PENDIENTE,ZONA5,true
X00000620,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00000621,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0000622,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000622,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000624,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000625,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000626,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00000627,CLI-123,2099-06-15,PENDIENTE,ZONA2,true
X00000628,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00000629,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0000630,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000630,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000632,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000633,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000634,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00000635,CLI-67,2099-06-15,PENDIENTE,ZONA5,true
X00000636,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00000637,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0000638,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000638,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000640,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000641,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000642,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00000643,CLI-999,2099-06-15,PENDIENTE,ZONA2,true
X00000644,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00000645,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0000646,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000646,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000648,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000649,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000650,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00000651,CLI-123,2099-06-15,PENDIENTE,ZONA5,true
X00000652,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00000653,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0000654,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000654,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000656,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000657,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000658,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00000659,CLI-67,2099-06-15,PENDIENTE,ZONA2,true
X00000660,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00000661,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0000662,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000662,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000664,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000665,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000666,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00000667,CLI-999,2099-06-15,PENDIENTE,ZONA5,true
X00000668,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00000669,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0000670,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000670,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000672,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000673,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000674,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00000675,CLI-123,2099-06-15,PENDIENTE,ZONA2,true
X00000676,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00000677,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0000678,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000678,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000680,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000681,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000682,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00000683,CLI-67,2099-06-15,PENDIENTE,ZONA5,true
X00000684,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00000685,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0000686,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000686,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000688,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000689,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000690,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00000691,CLI-999,2099-06-15,PENDIENTE,ZONA2,true
X00000692,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00000693,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0000694,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000694,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000696,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000697,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000698,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00000699,CLI-123,2099-06-15,PENDIENTE,ZONA5,true
X00000700,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00000701,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0000702,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000702,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000704,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000705,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000706,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00000707,CLI-67,2099-06-15,PENDIENTE,ZONA2,true
X00000708,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00000709,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0000710,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000710,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000712,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000713,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000714,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00000715,CLI-999,2099-06-15,PENDIENTE,ZONA5,true
X00000716,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00000717,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0000718,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000718,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000720,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000721,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000722,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00000723,CLI-123,2099-06-15,PENDIENTE,ZONA2,true
X00000724,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00000725,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0000726,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000726,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000728,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000729,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000730,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00000731,CLI-67,2099-06-15,PENDIENTE,ZONA5,true
X00000732,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00000733,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0000734,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000734,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000736,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000737,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000738,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00000739,CLI-999,2099-06-15,PENDIENTE,ZONA2,true
X00000740,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00000741,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0000742,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000742,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000744,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000745,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000746,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00000747,CLI-123,2099-06-15,PENDIENTE,ZONA5,true
X00000748,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00000749,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0000750,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000750,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000752,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000753,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000754,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00000755,CLI-67,2099-06-15,PENDIENTE,ZONA2,true
X00000756,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00000757,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0000758,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000758,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000760,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000761,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000762,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00000763,CLI-999,2099-06-15,PENDIENTE,ZONA5,true
X00000764,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00000765,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0000766,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0000766,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00000768,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00000769,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00000770,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00000771,CLI-123,2099-06-15,PENDIENTE,ZONA2,true
X00000772,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00000773,CLI-67,2099-06-15,ANULADO,ZONA2,false
